;network;architecture;learning_rate;dropout;batch_size;accuracy;precision;recall;f1-score
54;dnn;l2_256_128_relu;0.01;0.5;20;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
55;dnn;l2_256_256_relu;0.01;0.5;20;18.181818181818183;0.033057851239669;0.18181818181818102;0.05594405594405501
56;dnn;l2_256_512_relu;0.01;0.5;20;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
57;dnn;l2_512_128_relu;0.01;0.5;20;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
58;dnn;l2_512_256_relu;0.01;0.5;20;18.181818181818183;0.033057851239669;0.18181818181818102;0.05594405594405501
59;dnn;l2_512_512_relu;0.01;0.5;20;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
60;dnn;l1_128_relu;0.01;0.5;40;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
61;dnn;l1_256_relu;0.01;0.5;40;6.06060606060606;0.0037878787878780004;0.060606060606060004;0.007130124777183001
62;dnn;l1_512_relu;0.01;0.5;40;18.181818181818183;0.132253711201079;0.18181818181818102;0.107503607503607
63;dnn;l2_128_128_relu;0.01;0.5;40;15.151515151515152;0.067493112947658;0.15151515151515102;0.08819654343951
64;dnn;l2_128_256_relu;0.01;0.5;40;18.181818181818183;0.033057851239669;0.18181818181818102;0.05594405594405501
65;dnn;l2_128_512_relu;0.01;0.5;40;3.03030303030303;0.0009182736455460001;0.030303030303030002;0.0017825311942950002
66;dnn;l2_256_128_relu;0.01;0.5;40;18.181818181818183;0.033057851239669;0.18181818181818102;0.05594405594405501
67;dnn;l2_256_256_relu;0.01;0.5;40;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
68;dnn;l2_256_512_relu;0.01;0.5;40;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
69;dnn;l2_512_128_relu;0.01;0.5;40;3.03030303030303;0.0009182736455460001;0.030303030303030002;0.0017825311942950002
70;dnn;l2_512_256_relu;0.01;0.5;40;15.151515151515152;0.022956841138659003;0.15151515151515102;0.039872408293460004
71;dnn;l2_512_512_relu;0.01;0.5;40;15.151515151515152;0.022956841138659003;0.15151515151515102;0.039872408293460004
72;dnn;l1_128_relu;0.001;0.2;10;84.84848484848484;0.892929292929292;0.8484848484848481;0.854453627180899
73;dnn;l1_256_relu;0.001;0.2;10;87.87878787878788;0.921356421356421;0.8787878787878781;0.8777777777777771
74;dnn;l1_512_relu;0.001;0.2;10;90.9090909090909;0.934343434343434;0.9090909090909091;0.91043771043771
75;dnn;l2_128_128_relu;0.001;0.2;10;87.87878787878788;0.9126984126984121;0.8787878787878781;0.877738927738927
76;dnn;l2_128_256_relu;0.001;0.2;10;78.78787878787878;0.8974747474747471;0.7878787878787871;0.806060606060606
77;dnn;l2_128_512_relu;0.001;0.2;10;81.81818181818183;0.8282828282828281;0.818181818181818;0.8127946127946121
78;dnn;l2_256_128_relu;0.001;0.2;10;78.78787878787878;0.8232323232323231;0.7878787878787871;0.789225589225589
79;dnn;l2_256_256_relu;0.001;0.2;10;87.87878787878788;0.9040404040404041;0.8787878787878781;0.8787878787878781
80;dnn;l2_256_512_relu;0.001;0.2;10;90.9090909090909;0.9292929292929291;0.9090909090909091;0.9084175084175081
81;dnn;l2_512_128_relu;0.001;0.2;10;84.84848484848484;0.881313131313131;0.8484848484848481;0.853535353535353
82;dnn;l2_512_256_relu;0.001;0.2;10;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
83;dnn;l2_512_512_relu;0.001;0.2;10;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
84;dnn;l1_128_relu;0.001;0.2;20;87.87878787878788;0.926767676767676;0.8787878787878781;0.8849927849927841
85;dnn;l1_256_relu;0.001;0.2;20;87.87878787878788;0.9040404040404041;0.8787878787878781;0.8798898071625341
86;dnn;l1_512_relu;0.001;0.2;20;87.87878787878788;0.8979797979797981;0.8787878787878781;0.8776859504132231
87;dnn;l2_128_128_relu;0.001;0.2;20;84.84848484848484;0.926767676767676;0.8484848484848481;0.8585858585858581
88;dnn;l2_128_256_relu;0.001;0.2;20;87.87878787878788;0.9062049062049061;0.8787878787878781;0.8777777777777771
89;dnn;l2_128_512_relu;0.001;0.2;20;90.9090909090909;0.9116161616161611;0.9090909090909091;0.907070707070707
90;dnn;l2_256_128_relu;0.001;0.2;20;84.84848484848484;0.892929292929292;0.8484848484848481;0.854453627180899
91;dnn;l2_256_256_relu;0.001;0.2;20;81.81818181818183;0.8080808080808081;0.818181818181818;0.7966942148760331
92;dnn;l2_256_512_relu;0.001;0.2;20;87.87878787878788;0.9040404040404041;0.8787878787878781;0.88356290174472
93;dnn;l2_512_128_relu;0.001;0.2;20;87.87878787878788;0.892929292929293;0.8787878787878781;0.875665748393021
94;dnn;l2_512_256_relu;0.001;0.2;20;87.87878787878788;0.9159451659451651;0.8787878787878781;0.8819735819735811
95;dnn;l2_512_512_relu;0.001;0.2;20;81.81818181818183;0.854256854256854;0.818181818181818;0.8161616161616161
96;dnn;l1_128_relu;0.001;0.2;40;75.75757575757575;0.832611832611832;0.757575757575757;0.7506604506604501
97;dnn;l1_256_relu;0.001;0.2;40;84.84848484848484;0.8888888888888881;0.8484848484848481;0.8555555555555551
98;dnn;l1_512_relu;0.001;0.2;40;87.87878787878788;0.8964646464646461;0.8787878787878781;0.8767676767676761
99;dnn;l2_128_128_relu;0.001;0.2;40;84.84848484848484;0.926767676767676;0.8484848484848481;0.8646464646464641
100;dnn;l2_128_256_relu;0.001;0.2;40;87.87878787878788;0.9025974025974021;0.8787878787878781;0.8792540792540791
101;dnn;l2_128_512_relu;0.001;0.2;40;90.9090909090909;0.9444444444444441;0.9090909090909091;0.912090602999693
102;dnn;l2_256_128_relu;0.001;0.2;40;87.87878787878788;0.8899711399711391;0.8787878787878781;0.8752136752136751
103;dnn;l2_256_256_relu;0.001;0.2;40;87.87878787878788;0.8979797979797981;0.8787878787878781;0.8797061524334251
104;dnn;l2_256_512_relu;0.001;0.2;40;90.9090909090909;0.954545454545454;0.9090909090909091;0.9161616161616161
105;dnn;l2_512_128_relu;0.001;0.2;40;87.87878787878788;0.9365079365079361;0.8787878787878781;0.8848484848484841
106;dnn;l2_512_256_relu;0.001;0.2;40;84.84848484848484;0.892929292929292;0.8484848484848481;0.854453627180899
107;dnn;l2_512_512_relu;0.001;0.2;40;87.87878787878788;0.975757575757575;0.8787878787878781;0.9035353535353531
108;dnn;l1_128_relu;0.001;0.5;10;75.75757575757575;0.8030303030303031;0.757575757575757;0.7629870129870131
109;dnn;l1_256_relu;0.001;0.5;10;78.78787878787878;0.813131313131313;0.7878787878787871;0.7878787878787871
110;dnn;l1_512_relu;0.001;0.5;10;81.81818181818183;0.866522366522366;0.818181818181818;0.8194638694638691
111;dnn;l2_128_128_relu;0.001;0.5;10;69.6969696969697;0.7878787878787871;0.696969696969697;0.7145021645021641
112;dnn;l2_128_256_relu;0.001;0.5;10;81.81818181818183;0.8888888888888881;0.818181818181818;0.831986531986531
113;dnn;l2_128_512_relu;0.001;0.5;10;69.6969696969697;0.77056277056277;0.696969696969697;0.7103164512255421
114;dnn;l2_256_128_relu;0.001;0.5;10;90.9090909090909;0.9227994227994221;0.9090909090909091;0.9072308163217251
115;dnn;l2_256_256_relu;0.001;0.5;10;90.9090909090909;0.9227994227994221;0.9090909090909091;0.9058840149749241
116;dnn;l2_256_512_relu;0.001;0.5;10;81.81818181818183;0.8510101010101011;0.818181818181818;0.817840745113472
117;dnn;l2_512_128_relu;0.001;0.5;10;90.9090909090909;0.934343434343434;0.9090909090909091;0.9038239538239531
118;dnn;l2_512_256_relu;0.001;0.5;10;81.81818181818183;0.8964646464646461;0.818181818181818;0.829701779701779
119;dnn;l2_512_512_relu;0.001;0.5;10;6.06060606060606;0.0036730945821850003;0.060606060606060004;0.006926406926406001
120;dnn;l1_128_relu;0.001;0.5;20;81.81818181818183;0.8412698412698411;0.818181818181818;0.8189588189588191
121;dnn;l1_256_relu;0.001;0.5;20;87.87878787878788;0.934343434343434;0.8787878787878781;0.884205693296602
122;dnn;l1_512_relu;0.001;0.5;20;90.9090909090909;0.927849927849927;0.9090909090909091;0.9088837088837081
123;dnn;l2_128_128_relu;0.001;0.5;20;81.81818181818183;0.8585858585858581;0.818181818181818;0.8201058201058201
124;dnn;l2_128_256_relu;0.001;0.5;20;78.78787878787878;0.8282828282828281;0.7878787878787871;0.786868686868686
125;dnn;l2_128_512_relu;0.001;0.5;20;84.84848484848484;0.866666666666666;0.8484848484848481;0.8429752066115701
126;dnn;l2_256_128_relu;0.001;0.5;20;72.72727272727273;0.8095959595959591;0.7272727272727271;0.72991822991823
127;dnn;l2_256_256_relu;0.001;0.5;20;87.87878787878788;0.9040404040404041;0.8787878787878781;0.8798898071625341
128;dnn;l2_256_512_relu;0.001;0.5;20;81.81818181818183;0.8585858585858581;0.818181818181818;0.8161616161616161
129;dnn;l2_512_128_relu;0.001;0.5;20;87.87878787878788;0.8979797979797981;0.8787878787878781;0.8743801652892561
130;dnn;l2_512_256_relu;0.001;0.5;20;93.93939393939394;0.9494949494949491;0.9393939393939391;0.9373737373737371
131;dnn;l2_512_512_relu;0.001;0.5;20;84.84848484848484;0.8989898989898981;0.8484848484848481;0.851606978879706
132;dnn;l1_128_relu;0.001;0.5;40;78.78787878787878;0.8636363636363631;0.7878787878787871;0.79262320171411
133;dnn;l1_256_relu;0.001;0.5;40;84.84848484848484;0.8838383838383831;0.8484848484848481;0.849831649831649
134;dnn;l1_512_relu;0.001;0.5;40;87.87878787878788;0.921356421356421;0.8787878787878781;0.8777777777777771
135;dnn;l2_128_128_relu;0.001;0.5;40;84.84848484848484;0.873737373737373;0.8484848484848481;0.8484848484848481
136;dnn;l2_128_256_relu;0.001;0.5;40;81.81818181818183;0.8373737373737371;0.818181818181818;0.8103764921946741
137;dnn;l2_128_512_relu;0.001;0.5;40;81.81818181818183;0.8351370851370851;0.818181818181818;0.81264392173483
138;dnn;l2_256_128_relu;0.001;0.5;40;87.87878787878788;0.8975468975468971;0.8787878787878781;0.877233877233877
139;dnn;l2_256_256_relu;0.001;0.5;40;87.87878787878788;0.907647907647907;0.8787878787878781;0.8789479880388971
140;dnn;l2_256_512_relu;0.001;0.5;40;90.9090909090909;0.954545454545454;0.9090909090909091;0.9161616161616161
141;dnn;l2_512_128_relu;0.001;0.5;40;90.9090909090909;0.9181818181818181;0.9090909090909091;0.9043158861340681
142;dnn;l2_512_256_relu;0.001;0.5;40;78.78787878787878;0.8085858585858581;0.7878787878787871;0.7803489439853071
143;dnn;l2_512_512_relu;0.001;0.5;40;84.84848484848484;0.873737373737373;0.8484848484848481;0.8484848484848481
